sciName	kingdom	taxID	locus	GOID	GOTerm
Drosophila melanogaster	eukaryota	7227	FBgn0036804	GO:0007412	axon target recognition
Drosophila melanogaster	eukaryota	7227	FBgn0036811	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0036811	GO:0007517	muscle organ development
Drosophila melanogaster	eukaryota	7227	FBgn0036814	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0036816	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0036844	GO:0035160	maintenance of epithelial integrity, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0036844	GO:0007428	primary branching, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0036844	GO:0007474	imaginal disc-derived wing vein specification
Drosophila melanogaster	eukaryota	7227	FBgn0036896	GO:0048674	collateral sprouting of injured axon
Drosophila melanogaster	eukaryota	7227	FBgn0036899	GO:0008039	synaptic target recognition
Drosophila melanogaster	eukaryota	7227	FBgn0036974	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0037019	GO:0048137	spermatocyte division
Drosophila melanogaster	eukaryota	7227	FBgn0037021	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0037098	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0037207	GO:0001700	embryonic development via the syncytial blastoderm
Drosophila melanogaster	eukaryota	7227	FBgn0037207	GO:0002168	instar larval development
Drosophila melanogaster	eukaryota	7227	FBgn0037207	GO:0007444	imaginal disc development
Drosophila melanogaster	eukaryota	7227	FBgn0037218	GO:0001745	compound eye morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037240	GO:0008366	axon ensheathment
Drosophila melanogaster	eukaryota	7227	FBgn0037240	GO:0021682	nerve maturation
Drosophila melanogaster	eukaryota	7227	FBgn0037240	GO:0060857	establishment of glial blood-brain barrier
Drosophila melanogaster	eukaryota	7227	FBgn0037245	GO:0007310	oocyte dorsal/ventral axis specification
Drosophila melanogaster	eukaryota	7227	FBgn0037262	GO:0008595	anterior/posterior axis specification, embryo
Drosophila melanogaster	eukaryota	7227	FBgn0037270	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0037298	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0037298	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0037315	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0037351	GO:0008407	bristle morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037374	GO:0008407	bristle morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037374	GO:0001555	oocyte growth
Drosophila melanogaster	eukaryota	7227	FBgn0037374	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0037375	GO:0016322	neuron remodeling
Drosophila melanogaster	eukaryota	7227	FBgn0037468	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0037537	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0037537	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0037555	GO:0035222	wing disc pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0037555	GO:0007412	axon target recognition
Drosophila melanogaster	eukaryota	7227	FBgn0037620	GO:0030706	germarium-derived oocyte differentiation
Drosophila melanogaster	eukaryota	7227	FBgn0037657	GO:0035110	leg morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037657	GO:0008586	imaginal disc-derived wing vein morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037657	GO:0008407	bristle morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037657	GO:0008587	imaginal disc-derived wing margin morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037657	GO:0001745	compound eye morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0037671	GO:0035317	imaginal disc-derived wing hair organization
Drosophila melanogaster	eukaryota	7227	FBgn0037700	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0037700	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0037770	GO:0035078	induction of programmed cell death by ecdysone
Drosophila melanogaster	eukaryota	7227	FBgn0037802	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0037808	GO:0007286	spermatid development
Drosophila melanogaster	eukaryota	7227	FBgn0037808	GO:0007291	sperm individualization
Drosophila melanogaster	eukaryota	7227	FBgn0037810	GO:0007420	brain development
Drosophila melanogaster	eukaryota	7227	FBgn0037848	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0037873	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0037917	GO:0007430	terminal branching, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0037960	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0037978	GO:0046529	imaginal disc fusion, thorax closure
Drosophila melanogaster	eukaryota	7227	FBgn0038134	GO:0007370	ventral furrow formation
Drosophila melanogaster	eukaryota	7227	FBgn0038167	GO:0055059	asymmetric neuroblast division
Drosophila melanogaster	eukaryota	7227	FBgn0038167	GO:0030709	border follicle cell delamination
Drosophila melanogaster	eukaryota	7227	FBgn0038167	GO:0016325	oocyte microtubule cytoskeleton organization
Drosophila melanogaster	eukaryota	7227	FBgn0038167	GO:0007391	dorsal closure
Drosophila melanogaster	eukaryota	7227	FBgn0038167	GO:0045451	pole plasm oskar mRNA localization
Drosophila melanogaster	eukaryota	7227	FBgn0038197	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0038197	GO:0001745	compound eye morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038198	GO:0045456	ecdysteroid biosynthetic process
Drosophila melanogaster	eukaryota	7227	FBgn0038206	GO:0007298	border follicle cell migration
Drosophila melanogaster	eukaryota	7227	FBgn0038206	GO:0008407	bristle morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038206	GO:0016319	mushroom body development
Drosophila melanogaster	eukaryota	7227	FBgn0038225	GO:0007291	sperm individualization
Drosophila melanogaster	eukaryota	7227	FBgn0038247	GO:0007424	open tracheal system development
Drosophila melanogaster	eukaryota	7227	FBgn0038294	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0038294	GO:0030241	skeletal muscle myosin thick filament assembly
Drosophila melanogaster	eukaryota	7227	FBgn0038294	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0038299	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0038320	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0038325	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0038387	GO:0001700	embryonic development via the syncytial blastoderm
Drosophila melanogaster	eukaryota	7227	FBgn0038387	GO:0002168	instar larval development
Drosophila melanogaster	eukaryota	7227	FBgn0038402	GO:0048699	generation of neurons
Drosophila melanogaster	eukaryota	7227	FBgn0038418	GO:0008407	bristle morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038476	GO:0016331	morphogenesis of embryonic epithelium
Drosophila melanogaster	eukaryota	7227	FBgn0038476	GO:0007349	cellularization
Drosophila melanogaster	eukaryota	7227	FBgn0038498	GO:0007415	defasciculation of motor neuron axon
Drosophila melanogaster	eukaryota	7227	FBgn0038498	GO:0016198	axon choice point recognition
Drosophila melanogaster	eukaryota	7227	FBgn0038498	GO:0007275	multicellular organismal development
Drosophila melanogaster	eukaryota	7227	FBgn0038505	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0038519	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0038524	GO:0007310	oocyte dorsal/ventral axis specification
Drosophila melanogaster	eukaryota	7227	FBgn0038570	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0038578	GO:0045498	sex comb development
Drosophila melanogaster	eukaryota	7227	FBgn0038742	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038755	GO:0007428	primary branching, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0038755	GO:0007424	open tracheal system development
Drosophila melanogaster	eukaryota	7227	FBgn0038760	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0038788	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038788	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0038852	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038853	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0038856	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0038856	GO:0007298	border follicle cell migration
Drosophila melanogaster	eukaryota	7227	FBgn0038856	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0038862	GO:0008587	imaginal disc-derived wing margin morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038901	GO:0007593	chitin-based cuticle tanning
Drosophila melanogaster	eukaryota	7227	FBgn0038901	GO:0048067	cuticle pigmentation
Drosophila melanogaster	eukaryota	7227	FBgn0038901	GO:0007476	imaginal disc-derived wing morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038916	GO:0035147	branch fusion, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0038928	GO:0007291	sperm individualization
Drosophila melanogaster	eukaryota	7227	FBgn0038947	GO:0008363	larval chitin-based cuticle development
Drosophila melanogaster	eukaryota	7227	FBgn0038947	GO:0035293	chitin-based larval cuticle pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0038947	GO:0035050	embryonic heart tube development
Drosophila melanogaster	eukaryota	7227	FBgn0038947	GO:0050774	negative regulation of dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0038947	GO:0040003	chitin-based cuticle development
Drosophila melanogaster	eukaryota	7227	FBgn0038948	GO:0035212	cell competition in a multicellular organism
Drosophila melanogaster	eukaryota	7227	FBgn0039006	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0039006	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0039014	GO:0060857	establishment of glial blood-brain barrier
Drosophila melanogaster	eukaryota	7227	FBgn0039016	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039016	GO:0042078	germ-line stem cell division
Drosophila melanogaster	eukaryota	7227	FBgn0039016	GO:0007367	segment polarity determination
Drosophila melanogaster	eukaryota	7227	FBgn0039016	GO:0045448	mitotic cell cycle, embryonic
Drosophila melanogaster	eukaryota	7227	FBgn0039016	GO:0007279	pole cell formation
Drosophila melanogaster	eukaryota	7227	FBgn0039038	GO:0007275	multicellular organismal development
Drosophila melanogaster	eukaryota	7227	FBgn0039039	GO:0007519	skeletal muscle tissue development
Drosophila melanogaster	eukaryota	7227	FBgn0039039	GO:0007517	muscle organ development
Drosophila melanogaster	eukaryota	7227	FBgn0039039	GO:0007520	myoblast fusion
Drosophila melanogaster	eukaryota	7227	FBgn0039044	GO:0035234	germ cell programmed cell death
Drosophila melanogaster	eukaryota	7227	FBgn0039044	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0039141	GO:0035099	hemocyte migration
Drosophila melanogaster	eukaryota	7227	FBgn0039212	GO:0007528	neuromuscular junction development
Drosophila melanogaster	eukaryota	7227	FBgn0039213	GO:0007528	neuromuscular junction development
Drosophila melanogaster	eukaryota	7227	FBgn0039226	GO:0035074	pupation
Drosophila melanogaster	eukaryota	7227	FBgn0039227	GO:0007305	vitelline membrane formation involved in chorion-containing eggshell formation
Drosophila melanogaster	eukaryota	7227	FBgn0039227	GO:0007306	eggshell chorion assembly
Drosophila melanogaster	eukaryota	7227	FBgn0039234	GO:0045314	regulation of compound eye photoreceptor development
Drosophila melanogaster	eukaryota	7227	FBgn0039234	GO:0008594	photoreceptor cell morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039234	GO:0046331	lateral inhibition
Drosophila melanogaster	eukaryota	7227	FBgn0039234	GO:0045463	R8 cell development
Drosophila melanogaster	eukaryota	7227	FBgn0039257	GO:0048803	imaginal disc-derived male genitalia morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039257	GO:0007472	wing disc morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039257	GO:0007476	imaginal disc-derived wing morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039283	GO:0007379	segment specification
Drosophila melanogaster	eukaryota	7227	FBgn0039283	GO:0048749	compound eye development
Drosophila melanogaster	eukaryota	7227	FBgn0039286	GO:0007379	segment specification
Drosophila melanogaster	eukaryota	7227	FBgn0039286	GO:0048749	compound eye development
Drosophila melanogaster	eukaryota	7227	FBgn0039294	GO:0007424	open tracheal system development
Drosophila melanogaster	eukaryota	7227	FBgn0039316	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0039316	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0039338	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0039338	GO:0008347	glial cell migration
Drosophila melanogaster	eukaryota	7227	FBgn0039338	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0039380	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0039411	GO:0007427	epithelial cell migration, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0039411	GO:0007424	open tracheal system development
Drosophila melanogaster	eukaryota	7227	FBgn0039411	GO:0035147	branch fusion, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0039509	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039509	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0039509	GO:0007517	muscle organ development
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0008258	head involution
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0007394	dorsal closure, elongation of leading edge cells
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0007391	dorsal closure
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0007390	germ-band shortening
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0007435	salivary gland morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039532	GO:0035099	hemocyte migration
Drosophila melanogaster	eukaryota	7227	FBgn0039559	GO:0018992	germ-line sex determination
Drosophila melanogaster	eukaryota	7227	FBgn0039561	GO:0048515	spermatid differentiation
Drosophila melanogaster	eukaryota	7227	FBgn0039562	GO:0061031	endodermal digestive tract morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039562	GO:0007494	midgut development
Drosophila melanogaster	eukaryota	7227	FBgn0039576	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0039632	GO:0016360	sensory organ precursor cell fate determination
Drosophila melanogaster	eukaryota	7227	FBgn0039632	GO:0007528	neuromuscular junction development
Drosophila melanogaster	eukaryota	7227	FBgn0039668	GO:0007418	ventral midline development
Drosophila melanogaster	eukaryota	7227	FBgn0039684	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0039685	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0039709	GO:0048100	wing disc anterior/posterior pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0039709	GO:0007305	vitelline membrane formation involved in chorion-containing eggshell formation
Drosophila melanogaster	eukaryota	7227	FBgn0039709	GO:0007304	chorion-containing eggshell formation
Drosophila melanogaster	eukaryota	7227	FBgn0039774	GO:0035187	hatching behavior
Drosophila melanogaster	eukaryota	7227	FBgn0039779	GO:0007435	salivary gland morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0039849	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0039861	GO:0007446	imaginal disc growth
Drosophila melanogaster	eukaryota	7227	FBgn0039907	GO:0007367	segment polarity determination
Drosophila melanogaster	eukaryota	7227	FBgn0039907	GO:0008587	imaginal disc-derived wing margin morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0040038	GO:0007291	sperm individualization
Drosophila melanogaster	eukaryota	7227	FBgn0040070	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0040071	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0040080	GO:0055059	asymmetric neuroblast division
Drosophila melanogaster	eukaryota	7227	FBgn0040080	GO:0007400	neuroblast fate determination
Drosophila melanogaster	eukaryota	7227	FBgn0040080	GO:0045167	asymmetric protein localization involved in cell fate determination
Drosophila melanogaster	eukaryota	7227	FBgn0040080	GO:0007405	neuroblast proliferation
Drosophila melanogaster	eukaryota	7227	FBgn0040206	GO:0042335	cuticle development
Drosophila melanogaster	eukaryota	7227	FBgn0040206	GO:0007369	gastrulation
Drosophila melanogaster	eukaryota	7227	FBgn0040208	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0040208	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0040271	GO:0007389	pattern specification process
Drosophila melanogaster	eukaryota	7227	FBgn0040283	GO:0048813	dendrite morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0040283	GO:0016322	neuron remodeling
Drosophila melanogaster	eukaryota	7227	FBgn0040283	GO:0016319	mushroom body development
Drosophila melanogaster	eukaryota	7227	FBgn0040290	GO:0002164	larval development
Drosophila melanogaster	eukaryota	7227	FBgn0040290	GO:0007307	eggshell chorion gene amplification
Drosophila melanogaster	eukaryota	7227	FBgn0040294	GO:0008103	oocyte microtubule cytoskeleton polarization
Drosophila melanogaster	eukaryota	7227	FBgn0040294	GO:0045451	pole plasm oskar mRNA localization
Drosophila melanogaster	eukaryota	7227	FBgn0040294	GO:0042052	rhabdomere development
Drosophila melanogaster	eukaryota	7227	FBgn0040294	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0040296	GO:0007423	sensory organ development
Drosophila melanogaster	eukaryota	7227	FBgn0040298	GO:0007284	spermatogonial cell division
Drosophila melanogaster	eukaryota	7227	FBgn0040298	GO:0048142	germarium-derived cystoblast division
Drosophila melanogaster	eukaryota	7227	FBgn0040298	GO:0048133	male germ-line stem cell division
Drosophila melanogaster	eukaryota	7227	FBgn0040298	GO:0048137	spermatocyte division
Drosophila melanogaster	eukaryota	7227	FBgn0040318	GO:0007417	central nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0040318	GO:0030182	neuron differentiation
Drosophila melanogaster	eukaryota	7227	FBgn0040318	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0040324	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0040324	GO:0016319	mushroom body development
Drosophila melanogaster	eukaryota	7227	FBgn0040372	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0040372	GO:0002165	instar larval or pupal development
Drosophila melanogaster	eukaryota	7227	FBgn0040372	GO:0035076	ecdysone receptor-mediated signaling pathway
Drosophila melanogaster	eukaryota	7227	FBgn0040383	GO:0035071	salivary gland cell autophagic cell death
Drosophila melanogaster	eukaryota	7227	FBgn0040387	GO:0016319	mushroom body development
Drosophila melanogaster	eukaryota	7227	FBgn0040465	GO:0042480	negative regulation of eye photoreceptor cell development
Drosophila melanogaster	eukaryota	7227	FBgn0040465	GO:0045316	negative regulation of compound eye photoreceptor development
Drosophila melanogaster	eukaryota	7227	FBgn0040465	GO:0007469	antennal development
Drosophila melanogaster	eukaryota	7227	FBgn0040487	GO:0016360	sensory organ precursor cell fate determination
Drosophila melanogaster	eukaryota	7227	FBgn0040487	GO:0007423	sensory organ development
Drosophila melanogaster	eukaryota	7227	FBgn0040487	GO:0001708	cell fate specification
Drosophila melanogaster	eukaryota	7227	FBgn0040505	GO:0007522	visceral muscle development
Drosophila melanogaster	eukaryota	7227	FBgn0040505	GO:0048565	digestive tract development
Drosophila melanogaster	eukaryota	7227	FBgn0040505	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0040505	GO:0042051	compound eye photoreceptor development
Drosophila melanogaster	eukaryota	7227	FBgn0040532	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0041087	GO:0007277	pole cell development
Drosophila melanogaster	eukaryota	7227	FBgn0041087	GO:0035234	germ cell programmed cell death
Drosophila melanogaster	eukaryota	7227	FBgn0041087	GO:0007281	germ cell development
Drosophila melanogaster	eukaryota	7227	FBgn0041092	GO:0007298	border follicle cell migration
Drosophila melanogaster	eukaryota	7227	FBgn0041092	GO:0048676	axon extension involved in development
Drosophila melanogaster	eukaryota	7227	FBgn0041094	GO:0008258	head involution
Drosophila melanogaster	eukaryota	7227	FBgn0041096	GO:0007520	myoblast fusion
Drosophila melanogaster	eukaryota	7227	FBgn0041097	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0041097	GO:0008038	neuron recognition
Drosophila melanogaster	eukaryota	7227	FBgn0041097	GO:0048036	central complex development
Drosophila melanogaster	eukaryota	7227	FBgn0041097	GO:0007419	ventral cord development
Drosophila melanogaster	eukaryota	7227	FBgn0041097	GO:0016319	mushroom body development
Drosophila melanogaster	eukaryota	7227	FBgn0041111	GO:0007379	segment specification
Drosophila melanogaster	eukaryota	7227	FBgn0041111	GO:0042051	compound eye photoreceptor development
Drosophila melanogaster	eukaryota	7227	FBgn0041111	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0041111	GO:0007365	periodic partitioning
Drosophila melanogaster	eukaryota	7227	FBgn0041147	GO:0007444	imaginal disc development
Drosophila melanogaster	eukaryota	7227	FBgn0041156	GO:0007417	central nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0041156	GO:0007412	axon target recognition
Drosophila melanogaster	eukaryota	7227	FBgn0041156	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0041161	GO:0008103	oocyte microtubule cytoskeleton polarization
Drosophila melanogaster	eukaryota	7227	FBgn0041161	GO:0045451	pole plasm oskar mRNA localization
Drosophila melanogaster	eukaryota	7227	FBgn0041164	GO:0016325	oocyte microtubule cytoskeleton organization
Drosophila melanogaster	eukaryota	7227	FBgn0041164	GO:0046843	dorsal appendage formation
Drosophila melanogaster	eukaryota	7227	FBgn0041164	GO:0000578	embryonic axis specification
Drosophila melanogaster	eukaryota	7227	FBgn0041164	GO:0007318	pole plasm protein localization
Drosophila melanogaster	eukaryota	7227	FBgn0041171	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0041171	GO:0060253	negative regulation of glial cell proliferation
Drosophila melanogaster	eukaryota	7227	FBgn0041174	GO:0007427	epithelial cell migration, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0041174	GO:0035149	lumen formation, open tracheal system
Drosophila melanogaster	eukaryota	7227	FBgn0041174	GO:0007424	open tracheal system development
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0048802	notum morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0030718	germ-line stem cell maintenance
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0045873	negative regulation of sevenless signaling pathway
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0045677	negative regulation of R7 cell differentiation
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0007482	haltere development
Drosophila melanogaster	eukaryota	7227	FBgn0041184	GO:0008586	imaginal disc-derived wing vein morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041188	GO:0048749	compound eye development
Drosophila melanogaster	eukaryota	7227	FBgn0041188	GO:0009994	oocyte differentiation
Drosophila melanogaster	eukaryota	7227	FBgn0041188	GO:0022416	bristle development
Drosophila melanogaster	eukaryota	7227	FBgn0041191	GO:0007446	imaginal disc growth
Drosophila melanogaster	eukaryota	7227	FBgn0041203	GO:0050770	regulation of axonogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041203	GO:0051124	synaptic growth at neuromuscular junction
Drosophila melanogaster	eukaryota	7227	FBgn0041203	GO:0001737	establishment of imaginal disc-derived wing hair orientation
Drosophila melanogaster	eukaryota	7227	FBgn0041203	GO:0048749	compound eye development
Drosophila melanogaster	eukaryota	7227	FBgn0041203	GO:0007416	synapse assembly
Drosophila melanogaster	eukaryota	7227	FBgn0041252	GO:0007306	eggshell chorion assembly
Drosophila melanogaster	eukaryota	7227	FBgn0041342	GO:0042067	establishment of ommatidial planar polarity
Drosophila melanogaster	eukaryota	7227	FBgn0041342	GO:0001654	eye development
Drosophila melanogaster	eukaryota	7227	FBgn0041342	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0041342	GO:0007476	imaginal disc-derived wing morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041582	GO:0007275	multicellular organismal development
Drosophila melanogaster	eukaryota	7227	FBgn0041585	GO:0007399	nervous system development
Drosophila melanogaster	eukaryota	7227	FBgn0041604	GO:0007411	axon guidance
Drosophila melanogaster	eukaryota	7227	FBgn0041604	GO:0007367	segment polarity determination
Drosophila melanogaster	eukaryota	7227	FBgn0041604	GO:0048190	wing disc dorsal/ventral pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0041604	GO:0048749	compound eye development
Drosophila melanogaster	eukaryota	7227	FBgn0041604	GO:0008587	imaginal disc-derived wing margin morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041605	GO:0051124	synaptic growth at neuromuscular junction
Drosophila melanogaster	eukaryota	7227	FBgn0041775	GO:0007310	oocyte dorsal/ventral axis specification
Drosophila melanogaster	eukaryota	7227	FBgn0041781	GO:0007409	axonogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041781	GO:0007520	myoblast fusion
Drosophila melanogaster	eukaryota	7227	FBgn0041781	GO:0001745	compound eye morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0041781	GO:0007413	axonal fasciculation
Drosophila melanogaster	eukaryota	7227	FBgn0041789	GO:0035220	wing disc development
Drosophila melanogaster	eukaryota	7227	FBgn0041789	GO:0035218	leg disc development
Drosophila melanogaster	eukaryota	7227	FBgn0042085	GO:0008586	imaginal disc-derived wing vein morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0042085	GO:0008587	imaginal disc-derived wing margin morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0042132	GO:0008340	determination of adult lifespan
Drosophila melanogaster	eukaryota	7227	FBgn0042134	GO:0007349	cellularization
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0007367	segment polarity determination
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0007423	sensory organ development
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0009880	embryonic pattern specification
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0007447	imaginal disc pattern formation
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0001745	compound eye morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0042641	GO:0007476	imaginal disc-derived wing morphogenesis
Drosophila melanogaster	eukaryota	7227	FBgn0042693	GO:0007528	neuromuscular junction development
